, 31696
38892, 30908
38880, 30880
38888, 30900
38896, 30904
38908, 30904
38896, 30896
38900, 30904
38908, 30904
38916, 30908
38916, 30892
38912, 30896
38912, 30912
38932, 30924
38928, 30908
38956, 30940
38956, 30920
38960, 30940
38952, 30924
38980, 30924
38972, 30932
38980, 30916
38984, 30932
39012, 30924
38996, 30940
39016, 30944
39016, 30920
39020, 30936
39004, 30940
39044, 30948
39032, 30924
39032, 30948
39056, 30936
39048, 30936
39052, 30956
39088, 30952
39060, 30960
39104, 30960
39068, 30964
39112, 30968
39088, 30972
39116, 30952
39096, 30924
39088, 30940
39052, 30928
39000, 30892
38960, 30872
38964, 30880
38908, 30872
38920, 30888
38928, 30876
38920, 30852
38904, 30880
38912, 30864
38908, 30872
38928, 30880
38892, 30860
38932, 30868
38900, 30860
38924, 30860
38872, 30864
38900, 30864
38888, 30856
38900, 30840
38876, 30828
38916, 30852
38900, 30868
38896, 30884
38908, 30864
38932, 30880
38888, 30864
38928, 30848
38912, 30868
38912, 30856
38896, 30860
38892, 30848
38888, 30848
38892, 30852
38896, 30844
38904, 30856
38876, 30844
38916, 30888
38900, 30860
38920, 30860
38912, 30868
38932, 30872
38924, 30848
38936, 30860
38932, 30860
38920, 30868
38944, 30836
38976, 30868
38952, 30860
38992, 30864
38964, 30868
38992, 30880
38972, 30872
39000, 30884
38992, 30892
39004, 30892
38980, 30908
38984, 30884
38984, 30884
39036, 30904
39024, 30904
39028, 30908
39032, 30924
39036, 30928
39028, 30904
39048, 30904
39040, 30916
39064, 30932
39052, 30932
39080, 30916
39048, 30924
39092, 30928
39068, 30916
39068, 30916
39080, 30912
39044, 30896
39024, 30888
38996, 30888
38960, 30864
38952, 30864
38940, 30868
38936, 30860
38928, 30868
38940, 30848
38940, 30852
38936, 30876
38928, 30852
38924, 30848
38904, 30848
38912, 30836
38916, 30840
38904, 30848
38924, 30836
38920, 30832
38888, 30848
38904, 30820
38896, 30844
38920, 30860
38912, 30856
38944, 30868
38924, 30848
38912, 30860
38940, 30868
38944, 30872
38940, 30856
38952, 30872
38936, 30848
38940, 30848
38960, 30852
38948, 30840
38920, 30860
38940, 30856
38956, 30868
38960, 30864
38956, 30880
38960, 30864
38984, 30868
38964, 30884
38968, 30868
38972, 30868
38988, 30864
39000, 30880
38984, 30868
38980, 30884
39004, 30880
39004, 30884
39028, 30896
39036, 30880
39020, 30904
39032, 30912
39048, 30916
39028, 30908
39032, 30916
39048, 30912
39032, 30904
39052, 30916
39060, 30908
39052, 30928
39068, 30928
39084, 30920
39068, 30916
39084, 30940
39092, 30916
39096, 30936
39088, 30940
39104, 30952
39112, 30948
39112, 30948
39124, 30940
39132, 30936
39124, 30956
39156, 30952
39156, 30952
39160, 30968
39184, 30956
39164, 30948
39152, 30956
39144, 30952
39128, 30912
39112, 30908
39080, 30884
39048, 30888
39032, 30900
39000, 30880
38980, 30872
38996, 30876
38976, 30872
38988, 30884
39000, 30880
38984, 30872
38964, 30884
38980, 30856
38964, 30860
38960, 30868
38960, 30856
38948, 30860
38948, 30856
38940, 30844
38940, 30872
38936, 30868
38952, 30856
38924, 30876
38948, 30860
38948, 30872
38964, 30856
38960, 30860
38976, 30852
38960, 30872
38964, 30860
38976, 30856
38944, 30868
38972, 30864
38956, 30856
38956, 30880
38972, 30868
38956, 30852
38972, 30848
38936, 30864
38952, 30852
38976, 30848
38968, 30860
38988, 30880
38988, 30868
38988, 30876
38984, 30884
38996, 30868
38988, 30884
38996, 30884
39016, 30908
39016, 30908
39032, 30896
39032, 30892
39052, 30892
39044, 30904
39036, 30896
39068, 30884
39052, 30908
39060, 30908
39072, 30920
39064, 30904
39088, 30916
39080, 30920
39076, 30924
39084, 30904
39088, 30904
39112, 30916
39096, 30932
39132, 30940
39132, 30940
39132, 30936
39144, 30944
39140, 30944
39140, 30940
39160, 30956
39164, 30968
39164, 30948
39168, 30972
39172, 30988
39192, 30968
39192, 30964
39204, 30972
39196, 30976
39200, 30976
39212, 30980
39212, 30996
39192, 30948
39152, 30928
39108, 30932
39072, 30912
39048, 30908
39044, 30880
39036, 30900
39032, 30888
39036, 30900
39028, 30872
39032, 30896
39036, 30896
39020, 30900
38996, 30884
38988, 30860
38992, 30872
38980, 30876
38980, 30856
38972, 30884
38964, 30876
38980, 30860
38964, 30868
38980, 30884
38964, 30884
38952, 30884
38964, 30868
38952, 30880
38972, 30880
38968, 30880
38972, 30872
38980, 30868
38952, 30868
38984, 30872
38960, 30880
38960, 30888
38972, 30884
38956, 30868
38952, 30888
38968, 30876
38976, 30876
38976, 30876
38976, 30868
38972, 30892
38980, 30880
38984, 30896
38976, 30876
38984, 30896
38988, 30884
38980, 30900
39008, 30900
38992, 30912
38996, 30912
38996, 30920
39012, 30904
39032, 30916
39020, 30908
39044, 30916
39028, 30916
39036, 30924
39060, 30936
39052, 30936
39072, 30908
39060, 30920
39088, 30928
39088, 30932
39088, 30932
39076, 30928
39084, 30960
39092, 30936
39112, 30948
39112, 30956
39108, 30952
39100, 30952
39132, 30968
39136, 30964
39140, 30952
39168, 30956
39152, 30980
39160, 30972
39176, 30984
39160, 30960
39168, 30952
39152, 30968
39120, 30940
39120, 30920
39080, 30928
39032, 30928
39024, 30888
39012, 30892
38996, 30884
38980, 30892
38980, 30876
38996, 30888
38980, 30872
38956, 30868
38972, 30880
38980, 30872
38952, 30860
38964, 30848
38952, 30856
38960, 30876
38936, 30864
38932, 30864
38944, 30868
38944, 30876
38936, 30864
38924, 30868
38952, 30860
38956, 30876
38952, 30864
38960, 30860
38928, 30868
38936, 30864
38944, 30856
38924, 30860
38936, 30848
38916, 30864
38920, 30868
38924, 30864
38932, 30852
38940, 30868
38940, 30888
38964, 30888
38948, 30888
38956, 30876
38956, 30884
38960, 30896
38968, 30888
38976, 30904
38960, 30912
38980, 30900
38976, 30904
38988, 30900
39004, 30892
39004, 30940
38992, 30904
39016, 30936
39036, 30908
39008, 30932
39044, 30928
39024, 30928
39044, 30936
39052, 30936
39044, 30932
39048, 30956
39072, 30948
39096, 30936
39100, 30956
39096, 30976
39104, 30980
39136, 30960
39128, 30976
39136, 30968
39132, 30976
39148, 30988
39152, 30980
39152, 30972
39172, 30964
39168, 30984
39164, 30984
39168, 30996
39200, 30988
39176, 30980
39132, 30960
39100, 30944
39072, 30952
39040, 30932
39008, 30896
39000, 30916
38984, 30888
38976, 30892
38940, 30888
38944, 30876
38928, 30876
38936, 30892
38928, 30880
38924, 30884
38928, 30872
38900, 30888
38880, 30876
38868, 30880
38864, 30856
38864, 30860
38868, 30848
38844, 30864
38864, 30852
38876, 30852
38884, 30860
38848, 30856
38888, 30856
38852, 30856
38848, 30848
38868, 30872
38848, 30840
38864, 30840
38844, 30840
38856, 30872
38840, 30836
38848, 30860
38852, 30868
38840, 30876
38840, 30844
38852, 30868
38840, 30856
38852, 30872
38852, 30864
38864, 30872
38876, 30880
38864, 30864
38864, 30868
38896, 30896
38892, 30880
38880, 30896
38912, 30888
38920, 30900
38940, 30876
38924, 30908
38924, 30908
38960, 30920
38964, 30916
38968, 30932
38956, 30908
38976, 30932
38992, 30924
39000, 30932
39020, 30932
39004, 30936
39032, 30936
39036, 30944
39032, 30960
39060, 30956
39048, 30952
39064, 30952
39072, 30968
39064, 30968
39080, 30972
39092, 30992
39088, 30980
39108, 30976
39108, 30980
39108, 30984
39144, 30996
39156, 30996
39152, 30992
39168, 31008
39168, 31012
39184, 31016
39184, 31024
39212, 31008
39192, 31016
39216, 31020
39220, 31004
39232, 31036
39216, 30996
39176, 30996
39156, 30952
39084, 30964
39056, 30928
39052, 30944
39008, 30916
39000, 30924
38984, 30920
38964, 30936
38968, 30920
38960, 30928
38964, 30908
38968, 30924
38960, 30900
38944, 30904
38924, 30892
38920, 30900
38896, 30868
38900, 30892
38900, 30868
38904, 30872
38856, 30860
38872, 30876
38880, 30872
38892, 30884
38888, 30864
38876, 30872
38872, 30872
38872, 30880
38864, 30860
38880, 30876
38868, 30864
38876, 30896
38844, 30872
38852, 30876
38856, 30872
38856, 30888
38844, 30868
38852, 30876
38852, 30868
38876, 30892
38880, 30880
38880, 30908
38876, 30884
38888, 30916
38892, 30896
38904, 30920
38924, 30896
38920, 30924
38928, 30916
38936, 30920
38944, 30900
38944, 30920
38952, 30924
38952, 30944
38964, 30920
38972, 30932
38968, 30948
38972, 30944
38976, 30940
38980, 30944
38988, 30940
38988, 30940
38996, 30928
39004, 30952
39016, 30940
39044, 30964
39064, 30968
39048, 30984
39044, 30964
39056, 30980
39072, 30980
39104, 30984
39088, 30964
39100, 30984
39104, 30992
39132, 31004
39120, 30984
39148, 31016
39156, 31004
39152, 30988
39108, 30972
39112, 30984
39072, 30948
39032, 30944
39008, 30908
38980, 30904
38940, 30900
38932, 30896
38912, 30896
38904, 30900
38916, 30896
38928, 30892
38908, 30876
38908, 30896
38916, 30900
38912, 30920
38876, 30884
38884, 30908
38900, 30888
38904, 30892
38884, 30872
38868, 30876
38864, 30864
38876, 30900
38856, 30908
38880, 30908
38880, 30876
38888, 30920
38876, 30868
38872, 30880
38860, 30880
38884, 30888
38880, 30892
38880, 30904
38860, 30896
38876, 30916
38856, 30896
38868, 30900
38872, 30888
38864, 30912
38868, 30924
38896, 30912
38868, 30920
38900, 30912
38912, 30892
38892, 30924
38920, 30924
38904, 30916
38912, 30928
38916, 30952
38924, 30916
38920, 30940
38940, 30936
38936, 30932
38960, 30944
38956, 30956
38948, 30956
38992, 30960
38996, 30940
39004, 30968
38992, 30932
39016, 30948
39004, 30956
39016, 30980
39008, 30980
39044, 30984
39040, 30988
39048, 30988
39040, 30984
39072, 30992
39060, 30984
39104, 30984
39104, 31004
39104, 31000
39108, 30984
39128, 31024
39132, 31012
39136, 31020
39160, 30992
39152, 30992
39128, 30996
39120, 30996
39076, 30952
39036, 30928
38996, 30920
38976, 30928
38948, 30896
38960, 30896
38920, 30904
38920, 30884
38896, 30884
38916, 30888
38880, 30888
38884, 30892
38868, 30872
38868, 30868
38868, 30876
38864, 30872
38852, 30844
38840, 30864
38816, 30844
38824, 30840
38792, 30840
38812, 30836
38780, 30836
38808, 30852
38780, 30832
38796, 30852
38792, 30860
38820, 30856
38804, 30816
38788, 30844
38796, 30820
38808, 30836
38768, 30844
38788, 30820
38780, 30840
38808, 30852
38784, 30844
38800, 30872
38796, 30856
38808, 30856
38820, 30856
38820, 30860
38800, 30840
38840, 30852
38828, 30852
38860, 30856
38844, 30856
38852, 30868
38872, 30856
38868, 30864
38852, 30876
38872, 30872
38868, 30848
38892, 30880
38908, 30868
38916, 30880
38900, 30880
38928, 30884
38932, 30872
38948, 30912
38948, 30892
38940, 30904
38944, 30900
38960, 30916
38980, 30920
38984, 30920
38988, 30912
39012, 30912
39012, 30900
39020, 30916
39012, 30928
39048, 30944
39040, 30932
39056, 30960
39068, 30936
39084, 30964
39056, 30956
39104, 30964
39088, 30956
39096, 30948
39124, 30956
39136, 30972
39140, 30976
39144, 30988
39116, 30980
39104, 30960
39060, 30940
39036, 30912
39000, 30904
38960, 30880
38940, 30884
38928, 30872
38900, 30872
38896, 30868
38892, 30848
38884, 30864
38876, 30860
38876, 30852
38856, 30860
38848, 30840
38864, 30836
38860, 30844
38840, 30840
38824, 30836
38820, 30840
38816, 30844
38808, 30828
38812, 30836
38792, 30836
38816, 30820
38816, 30840
38808, 30840
38804, 30836
38808, 30848
38808, 30836
38804, 30860
38792, 30832
38784, 30820
38784, 30820
38776, 30820
38784, 30828
38752, 30828
38772, 30836
38788, 30812
38800, 30824
38796, 30840
38796, 30836
38796, 30832
38800, 30832
38808, 30836
38792, 30848
38808, 30840
38816, 30824
38828, 30836
38820, 30840
38828, 30868
38820, 30856
38852, 30860
38848, 30876
38848, 30856
38864, 30864
38872, 30876
38880, 30880
38888, 30864
38896, 30868
38876, 30888
38884, 30888
38888, 30904
38908, 30888
38924, 30900
38912, 30900
38936, 30900
38936, 30908
38956, 30904
38952, 30920
38972, 30920
38972, 30916
38968, 30920
38992, 30932
39000, 30944
39000, 30944
38988, 30940
38988, 30928
38944, 30900
38936, 30880
38888, 30888
38844, 30872
38832, 30840
38828, 30824
38780, 30836
38804, 30832
38780, 30816
38808, 30820
38760, 30804
38740, 30804
38736, 30808
38752, 30800
38748, 30800
38724, 30812
38716, 30804
38704, 30800
38700, 30792
38700, 30788
38668, 30792
38668, 30776
38680, 30808
38704, 30800
38700, 30816
38728, 30792
38696, 30800
38720, 30808
38700, 30800
38712, 30776
38672, 30788
38724, 30808
38688, 30784
38692, 30784
38676, 30792
38688, 30804
38684, 30820
38700, 30812
38704, 30812
38720, 30808
38708, 30832
38700, 30820
38728, 30824
38732, 30832
38712, 30804
38716, 30824
38708, 30836
38728, 30832
38736, 30848
38760, 30852
38748, 30840
38780, 30864
38748, 30836
38800, 30864
38772, 30856
38796, 30852
38780, 30868
38804, 30872
38804, 30884
38824, 30868
38816, 30872
38828, 30884
38824, 30872
38864, 30888
38844, 30876
38872, 30896
38872, 30900
38872, 30904
38904, 30924
38908, 30908
38884, 30912
38928, 30896
38896, 30916
38924, 30912
38928, 30932
38940, 30928
38936, 30940
38956, 30956
38964, 30944
38988, 30948
38956, 30972
38980, 30944
38980, 30948
38976, 30932
38936, 30904
38912, 30892
38852, 30896
38848, 30872
38804, 30836
38796, 30856
38748, 30844
38748, 30832
38708, 30832
38720, 30832
38700, 30832
38716, 30844
38692, 30836
38692, 30804
38656, 30788
38672, 30796
38636, 30792
38616, 30780
38596, 30796
38628, 30776
38600, 30768
38604, 30752
38556, 30776
38576, 30784
38556, 30744
38572, 30764
38532, 30756
38548, 30768
38556, 30776
38552, 30768
38544, 30760
38556, 30764
38536, 30772
38540, 30768
38524, 30788
38536, 30780
38516, 30756
38536, 30780
38556, 30780
38524, 30784
38536, 30768
38560, 30772
38552, 30784
38572, 30776
38568, 30804
38584, 30784
38604, 30776
38600, 30792
38616, 30800
38620, 30808
38604, 30796
38648, 30816
38636, 30812
38652, 30836
38672, 30820
38676, 30816
38680, 30824
38684, 30828
38684, 30820
38704, 30824
38712, 30820
38704, 30832
38720, 30840
38724, 30848
38740, 30860
38748, 30844
38764, 30848
38780, 30848
38768, 30860
38780, 30880
38792, 30852
38820, 30868
38804, 30868
38828, 30880
38836, 30884
38848, 30892
38844, 30880
38852, 30880
38864, 30888
38888, 30904
38900, 30908
38896, 30900
38888, 30912
38928, 30904
38916, 30916
38912, 30936
38932, 30916
38936, 30920
38924, 30916
38928, 30936
38888, 30888
38812, 30852
38776, 30856
38764, 30812
38720, 30828
38712, 30824
38700, 30812
38696, 30816
38664, 30812
38676, 30792
38652, 30804
38628, 30780
38632, 30788
38604, 30780
38600, 30788
38604, 30776
38572, 30784
38580, 30760
38564, 30748
38524, 30764
38544, 30772
38524, 30736
38504, 30756
38536, 30760
38536, 30784
38524, 30768
38516, 30756
38524, 30756
38520, 30776
38528, 30768
38524, 30768
38524, 30760
38508, 30772
38532, 30752
38524, 30780
38536, 30760
38508, 30756
38528, 30772
38512, 30788
38556, 30792
38536, 30784
38548, 30768
38544, 30804
38568, 30788
38572, 30792
38588, 30800
38584, 30796
38588, 30792
38600, 30812
38608, 30800
38616, 30816
38608, 30804
38632, 30836
38636, 30808
38652, 30824
38668, 30796
38676, 30832
38648, 30816
38668, 30848
38684, 30840
38700, 30828
38712, 30828
38700, 30856
38720, 30844
38744, 30864
38764, 30852
38748, 30872
38768, 30860
38792, 30888
38780, 30868
38796, 30900
38828, 30892
38824, 30880
38820, 30904
38852, 30908
38844, 30896
38848, 30920
38872, 30900
38868, 30924
38880, 30916
38876, 30928
38888, 30920
38900, 30944
38924, 30932
38940, 30940
38928, 30940
38948, 30952
38952, 30940
38952, 30960
38964, 30908
38932, 30912
38908, 30892
38840, 30872
38808, 30852
38772, 30872
38740, 30848
38732, 30848
38748, 30848
38728, 30824
38732, 30832
38712, 30820
38696, 30824
38680, 30816
38692, 30816
38692, 30796
38680, 30804
38664, 30808
38632, 30788
38628, 30788
38612, 30796
38612, 30796
38608, 30792
38636, 30792
38632, 30800
38632, 30796
38636, 30808
38624, 30804
38640, 30824
38628, 30800
38628, 30800
38620, 30824
38616, 30800
38628, 30812
38632, 30800
38640, 30812
38624, 30796
38628, 30812
38624, 30812
38620, 30824
38644, 30808
38640, 30836
38628, 30836
38644, 30832
38652, 30804
38648, 30832
38660, 30856
38664, 30864
38644, 30848
38644, 30844
38660, 30844
38680, 30844
38684, 30844
38664, 30852
38696, 30860
38712, 30852
38688, 30864
38696, 30864
38716, 30860
38712, 30880
38720, 30896
38720, 30888
38732, 30896
38760, 30900
38772, 30920
38756, 30916
38772, 30912
38788, 30908
38808, 30904
38812, 30900
38796, 30932
38832, 30928
38824, 30932
38824, 30944
38836, 30952
38840, 30936
38832, 30956
38852, 30932
38856, 30932
38828, 30924
38800, 30912
38740, 30880
38724, 30860
38696, 30852
38676, 30852
38652, 30864
38612, 30840
38616, 30836
38612, 30820
38600, 30808
38616, 30848
38596, 30832
38592, 30816
38584, 30816
38556, 30816
38560, 30800
38548, 30784
38536, 30796
38516, 30812
38540, 30800
38528, 30812
38536, 30780
38544, 30812
38540, 30804
38528, 30804
38536, 30808
38536, 30812
38524, 30800
38528, 30812
38524, 30804
38544, 30804
38520, 30780
38524, 30816
38532, 30788
38532, 30840
38536, 30812
38556, 30820
38536, 30844
38568, 30824
38548, 30808
38584, 30844
38600, 30812
38616, 30836
38604, 30824
38628, 30856
38624, 30840
38636, 30848
38624, 30856
38636, 30864
38656, 30860
38684, 30872
38668, 30868
38708, 30868
38704, 30860
38716, 30892
38700, 30868
38700, 30868
38728, 30860
38732, 30916
38740, 30880
38772, 30892
38764, 30888
38780, 30936
38768, 30904
38792, 30920
38792, 30912
38812, 30944
38836, 30924
38844, 30936
38860, 30936
38836, 30952
38860, 30944
38880, 30960
38864, 30944
38888, 30976
38904, 30956
38912, 30972
38896, 30936
38900, 30956
38876, 30932
38840, 30928
38804, 30896
38748, 30900
38732, 30872
38720, 30868
38672, 30836
38664, 30860
38644, 30856
38652, 30864
38644, 30836
38644, 30852
38620, 30828
38604, 30832
38596, 30812
38580, 30828
38576, 30828
38592, 30796
38548, 30808
38532, 30804
38508, 30812
38516, 30800
38516, 30788
38512, 30808
38516, 30812
38508, 30828
38516, 30820
38524, 30800
38516, 30816
38540, 30816
38516, 30808
38524, 30808
38516, 30820
38524, 30840
38508, 30836
38508, 30836
38524, 30832
38528, 30832
38520, 30848
38556, 30836
38528, 30848
38540, 30868
38564, 30852
38568, 30864
38580, 30864
38604, 30860
38588, 30868
38620, 30884
38604, 30892
38632, 30892
38608, 30880
38652, 30904
38648, 30900
38656, 30900
38656, 30908
38688, 30920
38676, 30900
38716, 30912
38696, 30900
38712, 30912
38728, 30928
38756, 30924
38736, 30944
38764, 30932
38764, 30908
38772, 30936
38780, 30932
38808, 30944
38808, 30944
38824, 30940
38824, 30972
38844, 30996
38832, 30976
38860, 30976
38876, 30992
38884, 31004
38892, 31016
38924, 31012
38860, 31012
38892, 31012
38908, 31000
38924, 31004
38932, 31016
38940, 31016
38924, 31028
38936, 31024
38916, 31004
38896, 30980
38844, 30944
38836, 30940
38772, 30920
38748, 30896
38708, 30908
38680, 30888
38648, 30876
38660, 30888
38632, 30868
38632, 30880
38616, 30868
38620, 30844
38588, 30844
38572, 30864
38572, 30848
38564, 30832
38560, 30824
38548, 30836
38500, 30844
38508, 30832
38476, 30836
38516, 30836
38504, 30812
38492, 30840
38500, 30848
38520, 30840
38496, 30840
38500, 30868
38468, 30840
38496, 30836
38496, 30824
38496, 30824
38488, 30844
38496, 30856
38476, 30844
38508, 30848
38480, 30836
38504, 30856
38512, 30848
38528, 30860
38532, 30860
38560, 30884
38540, 30880
38560, 30864
38568, 30880
38596, 30892
38588, 30884
38600, 30888
38604, 30892
38624, 30920
38632, 30900
38656, 30920
38648, 30920
38656, 30940
38672, 30924
38668, 30928
38692, 30928
38700, 30948
38696, 30940
38728, 30944
38736, 30940
38748, 30968
38760, 30940
38772, 30980
38760, 30968
38800, 30988
38820, 30996
38824, 30972
38812, 30984
38840, 30988
38836, 30988
38864, 30984
38880, 30964
38872, 30988
38876, 30996
38900, 31008
38912, 31012
38904, 31020
38932, 31016
38920, 31000
38932, 31032
38952, 31024
38952, 31048
38976, 31044
38960, 31016
